Central	kingdom	taxa	np
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidepyralomicin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRP / Polyketidespiruchostatin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRP / Polyketidexenocoumacin
83_Acyl-CoA dehydrogenase	Bacteria	Firmicutes	NRP / Polyketidezwittermycin A
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketideundecylprodigiosin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide / Terpenealkyl-O-Dihydrogeranyl-Methoxyhydroquinones
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidemidecamycin
83_Acyl-CoA dehydrogenase	Bacteria	Firmicutes	NRP / Otherfengycin
83_Acyl-CoA dehydrogenase	Bacteria	Proteobacteria	NRP / Polyketidekalimantacin / batumin
83_Acyl-CoA dehydrogenase	Bacteria	Firmicutes	NRP / Polyketidemycosubtilin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketideoxazolomycin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidemarinopyrrole
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	NRP / Polyketidechlorizidine A
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidelobophorin B
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidelobophorin
83_Acyl-CoA dehydrogenase	Bacteria	Unknown	NRP / Polyketidelandepoxcin
83_Acyl-CoA dehydrogenase	Bacteria	Actinobacteria	Polyketidecyclizidine
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidefostriecin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidetetrocarcin A
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidemensacaricin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketiderishirilide B
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidefrankiamicin
92_Acyl carrier protein	Bacteria	Actinobacteria	NRPWS9326
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidesimocyclinone D9 / simocyclinone D10 / simocyclinone D11
92_Acyl carrier protein	Bacteria	Actinobacteria	PolyketideA-74528
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideaclacinomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideaclacinomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideactinorhodin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidealnumycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidealnumycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidearanciamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidearenimycin B
92_Acyl carrier protein	Bacteria	Unknown	Polyketide / Saccharidearimetamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidelaidlomycin
92_Acyl carrier protein	Bacteria	Unknown	Polyketide / saccharidearixanthomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharideauricin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharideauricin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideazicemicin
92_Acyl carrier protein	Bacteria	Actinobacteria	PolyketideBE-7585A
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidebenastatin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidechartreusin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidechelocardin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidechlortetracycline
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidechromomycin A3
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidemonensin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidechrysomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidechrysomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidecinerubin B
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidecuramycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidedactylocycline
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharideelloramycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideenterocin
92_Acyl carrier protein	Bacteria	Unknown	Polyketideerdacin
92_Acyl carrier protein	Bacteria	Actinobacteria	PolyketideFD-594
92_Acyl carrier protein	Bacteria	Actinobacteria	PolyketideFD-594
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidenemadectin
92_Acyl carrier protein	Bacteria	Unknown	Polyketidefluostatin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidefredericamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidefrenolicin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidefrenolicin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidegilvocarcin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidegranaticin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidegranaticin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidegrincamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidegriseorhodin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidegriseusin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideniddamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidehatomarubigin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidehedamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidejadomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidekiamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidekinamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidelactonamycin Z
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidelactonamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidelandomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidenigericin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidelysolipin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidemedermycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidemithramycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidemithramycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidenaphtocyclinone
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidenogalamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideoviedomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideoxytetracycline
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidepradimicin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketiderubradirin
92_Acyl carrier protein	Bacteria	Actinobacteria	PolyketideR1128
92_Acyl carrier protein	Bacteria	Actinobacteria	PolyketideR1128
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Sacchariderabelomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideravidomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketideravidomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketiderubromycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidesaquayamycin Z / galtamycin B
92_Acyl carrier protein	Bacteria	Actinobacteria	PolyketideSch47554 / Sch47555
92_Acyl carrier protein	Bacteria	Actinobacteria	Other / Polyketide / SaccharideSF2575
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidesimocyclinone
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidetautomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidespore pigment
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidespore pigment
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidesteffimycin
92_Acyl carrier protein	Bacteria	Unknown	Polyketidetetarimycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidetetracenomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharideurdamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidexantholipin
92_Acyl carrier protein	Bacteria	Actinobacteria	OtherA201A
92_Acyl carrier protein	Bacteria	Actinobacteria	Nucleosidetunicamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidetautomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	NRP / Polyketidemeridamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	NRP / Polyketidesanglifehrin A
92_Acyl carrier protein	Bacteria	Actinobacteria	NRP / Polyketidetirandamycin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
92_Acyl carrier protein	Bacteria	Actinobacteria	PolyketideTLN-05220
92_Acyl carrier protein	Bacteria	Actinobacteria	Other / Polyketide / Saccharidesimocyclinone
92_Acyl carrier protein	Bacteria	Actinobacteria	NRP / Polyketidekosinostatin
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketide / Saccharidecosmomycin D
92_Acyl carrier protein	Bacteria	Actinobacteria	Polyketidedivergolide
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	PolyketideA-74528
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidearenimycin B
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidesteffimycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Unknown	Polyketidetetarimycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidetetracenomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharideurdamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidexantholipin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Saccharideauricin deoxysugar moieties
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Saccharideauricin deoxysugar moieties
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Proteobacteria	Otherphaseolotoxin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Unknown	Polyketide / Saccharidearimetamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	PolyketideC-1027
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	PolyketideTLN-05220
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Other / Polyketide / Saccharidesimocyclinone
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	NRP / Polyketidekosinostatin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	NRP / Polyketidekosinostatin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidecosmomycin D
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidecosmomycin D
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Unknown	Polyketide / Saccharidearimetamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Otherclavams
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidemensacaricin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidemensacaricin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketiderishirilide B
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketiderishirilide B
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidefrankiamicin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidesimocyclinone D9 / simocyclinone D10 / simocyclinone D11
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Unknown	Polyketide / saccharidearixanthomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharideauricin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharideauricin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharideauricin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketideazicemicin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	PolyketideBE-7585A
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidebenastatin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketideaclacinomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidechartreusin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidechartreusin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidechelocardin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidechelocardin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidechelocardin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidechlortetracycline
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidechlortetracycline
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidechromomycin A3
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidechromomycin A3
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidechrysomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketideaclacinomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidecinerubin B
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidecinerubin B
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidecuramycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidedactylocycline
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidedactylocycline
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidedaunorubicin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidedoxorubicin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharideelloramycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketideenterocin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Unknown	Polyketideerdacin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketideaclacinomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Unknown	Polyketideerdacin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Unknown	Polyketideerdacin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	PolyketideFD-594
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Unknown	Polyketidefluostatin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidefredericamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidefrenolicin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegilvocarcin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegranaticin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegranaticin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegranaticin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketideactinorhodin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegranaticin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegranaticin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidegrincamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegriseorhodin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegriseorhodin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidegriseusin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidehatomarubigin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidehedamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidejadomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidekiamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidealnumycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidekinamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidekinamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidelactonamycin Z
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidelactonamycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidelandomycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidelysolipin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidemedermycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidemedermycin
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Proteobacteria	Polyketideanthraquinone
93_actinorhodin polyketide synthase bifunctional cyclase/dehydratase	Bacteria	Actinobacteria	Polyketidemithramycin
